Date,Open,High,Low,Close,Volume,Adj Close
2014-10-31,305.14999,305.72,301.50,305.45999,4550700,305.45999
2014-10-30,293.98001,299.73999,292.35999,299.07001,4048200,299.07001
2014-10-29,299.10999,299.60999,293.07001,294.12,4881900,294.12
2014-10-28,289.76001,298.00,289.76001,295.59,5572600,295.59
2014-10-27,285.70001,290.42001,285.01999,289.97,5950600,289.97
2014-10-24,284.39999,293.81,284.00,287.06,19801100,287.06
2014-10-23,313.39999,316.79999,311.39999,313.17999,9038200,313.17999
2014-10-22,315.42999,318.98001,312.64001,312.97,3125900,312.97
2014-10-21,309.89999,315.64001,307.07001,315.32999,3559300,315.32999
2014-10-20,302.95001,306.53,302.01999,306.20999,3234500,306.20999
2014-10-17,307.14999,309.20001,302.72,303.64001,4405100,303.64001
2014-10-16,293.82999,306.82001,293.82999,302.85999,4731300,302.85999
2014-10-15,304.35001,307.89999,299.10001,305.97,5343900,305.97
2014-10-14,308.00,312.23999,305.75,308.31,3385800,308.31
2014-10-13,309.87,313.20001,303.47,306.45001,4363900,306.45001
2014-10-10,314.01999,317.76999,311.38,311.39001,3681900,311.39001
2014-10-09,321.48999,322.26999,314.51999,315.37,3587900,315.37
2014-10-08,316.57999,324.10999,314.14001,322.70001,3452800,322.70001
2014-10-07,319.42999,322.00,316.67001,316.98001,2365400,316.98001
2014-10-06,323.50,324.13,319.60001,322.20001,2290300,322.20001
2014-10-03,320.35999,325.16,319.53,322.73999,3037400,322.73999
2014-10-02,316.92001,318.53,311.31,318.41,3553900,318.41
2014-10-01,322.04001,322.17001,315.54999,317.45999,3089100,317.45999
2014-09-30,321.35999,323.42999,318.51001,322.44,2636200,322.44
2014-09-29,320.50,323.75,319.00,321.82001,1924600,321.82001
2014-09-26,320.60001,323.50,317.64001,323.20999,3638000,323.20999
2014-09-25,327.98999,328.54001,321.39999,321.92999,2928800,321.92999
2014-09-24,324.17001,329.44,319.56,328.20999,2642200,328.20999
2014-09-23,322.45999,327.60001,321.25,323.63,2352600,323.63
2014-09-22,328.48999,329.48999,321.06,324.50,3109700,324.50
2014-09-19,327.60001,332.76001,325.57001,331.32001,6886200,331.32001
2014-09-18,325.44,327.10001,323.70999,325.00,2576900,325.00
2014-09-17,327.76001,328.00,321.51999,324.00,4136000,324.00
2014-09-16,321.07001,329.48001,320.10001,327.76001,3259900,327.76001
2014-09-15,330.91,331.32999,319.00,323.89001,4000400,323.89001
2014-09-12,329.56,332.89001,328.79001,331.19,3429300,331.19
2014-09-11,329.94,333.01001,326.39001,330.51999,2720200,330.51999
2014-09-10,334.29999,334.98001,328.82001,331.32999,3797400,331.32999
2014-09-09,341.60999,341.76001,329.17999,329.75,4646800,329.75
2014-09-08,344.54001,345.81,339.04001,342.34,2955300,342.34
2014-09-05,346.29999,346.82999,342.50,346.38,2107000,346.38
2014-09-04,343.69,349.38,343.57999,345.95001,3965600,345.95001
2014-09-03,342.54001,343.26999,337.54999,339.00,1993700,339.00
2014-09-02,339.98001,342.50,337.16,342.38,2326000,342.38
2014-08-29,341.76001,341.82001,337.67999,339.04001,1939500,339.04001
2014-08-28,340.00,341.79001,338.79999,340.01999,2252700,340.01999
2014-08-27,342.09,346.67001,341.34,343.17999,2961600,343.17999
2014-08-26,337.00,344.35999,334.54999,341.82999,3654700,341.82999
2014-08-25,333.20999,336.76999,332.70999,334.01999,1957700,334.01999
2014-08-22,332.98999,334.07999,330.79999,331.59,2211200,331.59
2014-08-21,336.48001,336.57999,332.23001,332.91,1971100,332.91
2014-08-20,334.67999,337.16,334.01999,335.78,1810500,335.78
2014-08-19,334.87,335.81,333.01001,335.13,1713800,335.13
2014-08-18,335.48001,337.79999,333.76999,334.53,2485400,334.53
2014-08-15,334.00,335.00,328.32001,333.63,3896700,333.63
2014-08-14,327.79999,334.09,326.70999,333.20999,3420400,333.20999
2014-08-13,327.60001,331.72,326.14001,326.28,4945100,326.28
2014-08-12,318.89001,321.31,316.95001,319.32001,1915800,319.32001
2014-08-11,318.48001,320.38,316.88,318.32999,2468600,318.32999
2014-08-08,311.94,317.32001,310.66,316.79999,2705900,316.79999
2014-08-07,315.20999,315.88,309.64999,311.45001,2935600,311.45001
2014-08-06,310.82999,315.78,310.20001,313.89001,2296900,313.89001
2014-08-05,313.29999,314.54999,310.06,312.32001,2852100,312.32001
2014-08-04,308.84,316.17999,308.50,313.64999,4200900,313.64999
2014-08-01,313.69,315.82999,304.59,307.06,7441500,307.06
2014-07-31,320.01001,320.67999,311.85999,312.98999,5192000,312.98999
2014-07-30,321.45001,322.73001,318.50,322.51001,3969000,322.51001
2014-07-29,321.98001,322.89999,319.50,320.00,2883800,320.00
2014-07-28,324.25,324.82001,316.50,320.41,5932000,320.41
2014-07-25,317.29999,324.87,314.76001,324.01001,17846500,324.01001
2014-07-24,359.98001,364.85001,358.51999,358.60999,7088700,358.60999
2014-07-23,359.04999,360.63,356.62,358.14001,2687300,358.14001
2014-07-22,355.25,362.92999,355.25,360.84,2888900,360.84
2014-07-21,358.10001,361.70999,356.72,359.76001,2278400,359.76001
2014-07-18,354.39999,359.67999,352.07999,358.66,3407400,358.66
2014-07-17,353.44,356.95999,351.38,352.45001,3636000,352.45001
2014-07-16,355.62,359.32001,353.00,355.89999,3503600,355.89999
2014-07-15,353.72,355.59,349.39999,354.44,4170900,354.44
2014-07-14,347.03,355.76999,345.35999,355.32001,5609900,355.32001
2014-07-11,334.70999,347.00,334.70999,346.20001,8300800,346.20001
2014-07-10,324.34,329.98001,322.64999,327.92001,2665000,327.92001
2014-07-09,324.70999,330.20001,323.14999,329.97,3166100,329.97
2014-07-08,333.10001,333.73999,321.39999,323.81,4271600,323.81
2014-07-07,337.50,337.54999,332.51999,333.54999,2128900,333.54999
2014-07-03,334.82999,338.29999,333.07999,337.48999,1944300,337.48999
2014-07-02,333.20001,336.76001,331.66,332.85001,2681300,332.85001
2014-07-01,325.85999,333.20001,325.10001,332.39001,3173600,332.39001
2014-06-30,324.98001,326.98001,322.23999,324.78,2671300,324.78
2014-06-27,325.88,326.51999,323.26999,324.57001,2416200,324.57001
2014-06-26,328.48999,328.64999,322.13,325.69,2699500,325.69
2014-06-25,324.32999,328.14999,321.73999,327.44,2327800,327.44
2014-06-24,327.54001,329.73001,322.73999,324.16,2626600,324.16
2014-06-23,323.32999,327.54999,321.41,327.23999,2604800,327.23999
2014-06-20,327.76001,328.22,320.42001,324.20001,6054000,324.20001
2014-06-19,335.26001,338.89999,325.98001,327.00,5320600,327.00
2014-06-18,328.00,335.75,325.00,334.38,6401500,334.38
2014-06-17,327.54001,331.34,325.23001,325.62,2924100,325.62
2014-06-16,324.85999,328.69,323.51999,327.62,2449800,327.62
2014-06-13,327.04999,329.29999,323.53,326.26999,2764800,326.26999
2014-06-12,335.54999,335.54999,324.66,325.91,4276300,325.91
2014-06-11,336.00,340.72,333.88,335.20001,4436800,335.20001
2014-06-10,327.64999,335.50,327.50,332.41,3663400,332.41
2014-06-09,331.57001,333.00,325.64999,327.50,3212200,327.50
2014-06-06,325.00,330.88,324.92999,329.67001,5244000,329.67001
2014-06-05,308.10001,327.94,306.89999,323.57001,7796700,323.57001
2014-06-04,306.85001,309.50,303.84,306.78,2107100,306.78
2014-06-03,305.75,307.92001,305.07001,307.19,2379200,307.19
2014-06-02,312.59,312.60001,307.00,308.84,2203400,308.84
2014-05-30,314.42999,314.64999,307.57001,312.54999,4260200,312.54999
2014-05-29,310.42001,314.87,310.20001,313.78,2365500,313.78
2014-05-28,309.50,313.82001,307.42001,310.16,2726000,310.16
2014-05-27,314.41,314.63,307.38,310.82001,4862100,310.82001
2014-05-23,305.45999,312.35001,304.89999,312.23999,3052900,312.23999
2014-05-22,305.04999,308.54001,303.01001,304.91,2576800,304.91
2014-05-21,302.20999,305.95999,301.51999,305.01001,3408800,305.01001
2014-05-20,297.10001,304.45999,296.75,301.19,4095700,301.19
2014-05-19,295.76001,299.00,293.81,296.76001,2284200,296.76001
2014-05-16,292.79999,298.88,291.54999,297.70001,3636800,297.70001
2014-05-15,298.01999,299.20001,290.38,295.19,4295100,295.19
2014-05-14,302.50,304.64001,296.66,297.62,3323300,297.62
2014-05-13,302.60001,305.60001,300.75,304.64001,3509900,304.64001
2014-05-12,294.29999,303.34,294.16,302.85999,3729600,302.85999
2014-05-09,290.57001,293.67999,284.38,292.23999,4063000,292.23999
2014-05-08,290.82001,295.88,287.23001,288.32001,3848200,288.32001
2014-05-07,295.56,296.39999,286.67999,292.70999,7015200,292.70999
2014-05-06,309.53,309.81,297.04001,297.38,4682300,297.38
2014-05-05,306.37,310.23001,305.00,310.04999,2519900,310.04999
2014-05-02,310.42001,313.29001,304.31,308.01001,3995100,308.01001
2014-05-01,304.13,310.48001,304.00,307.89001,4328600,307.89001
2014-04-30,298.10001,304.56,298.10001,304.13,4088600,304.13
2014-04-29,296.44,301.84,290.45001,300.38,6509300,300.38
2014-04-28,304.00,304.39001,288.00,296.57999,14479800,296.57999
2014-04-25,316.25,316.48999,302.70999,303.82999,16180200,303.82999
2014-04-24,329.67001,337.39999,322.95001,337.14999,9293700,337.14999
2014-04-23,333.06,333.13,323.39001,324.57999,3604600,324.57999
2014-04-22,332.00,337.50,328.94,329.32001,3711600,329.32001
2014-04-21,323.97,331.14999,322.31,330.87,2999400,330.87
2014-04-17,319.76001,328.66,319.76001,324.91,4299200,324.91
2014-04-16,321.17001,324.00,314.70999,323.67999,4284900,323.67999
2014-04-15,316.70001,318.28,305.50,316.07999,5398600,316.07999
2014-04-14,317.67001,320.48001,311.28,315.91,4293500,315.91
2014-04-11,314.00,316.50,309.50,311.73001,7287500,311.73001
2014-04-10,330.60001,331.00,316.50,317.10999,6126700,317.10999
2014-04-09,328.47,332.17999,322.50,331.81,5056600,331.81
2014-04-08,321.88,328.00,318.44,327.07001,6577600,327.07001
2014-04-07,320.98999,324.94,313.13,317.76001,7077400,317.76001
2014-04-04,335.14999,335.44,315.60999,323.00,12534600,323.00
2014-04-03,341.82001,342.50,328.45999,333.62,6399300,333.62
2014-04-02,345.98999,348.29999,340.38,341.95999,4475500,341.95999
2014-04-01,338.09,344.42999,338.00,342.98999,3600100,342.98999
2014-03-31,342.39999,346.29001,334.06,336.37,4297500,336.37
2014-03-28,340.04999,347.00,336.07999,338.29001,3986800,338.29001
2014-03-27,343.14999,344.00,330.88,338.47,5766400,338.47
2014-03-26,357.13,357.60001,343.39999,343.41,4120700,343.41
2014-03-25,354.03,358.97,348.84,354.70999,4445700,354.70999
2014-03-24,360.09,361.50,348.60001,351.85001,4873500,351.85001
2014-03-21,371.00,372.84,358.39999,360.62,5414100,360.62
2014-03-20,370.64001,373.00,366.22,368.97,2558500,368.97
2014-03-19,378.76999,379.00,369.42001,373.23001,2646700,373.23001
2014-03-18,377.32001,379.00,375.00,378.76999,2483500,378.76999
2014-03-17,375.72,378.85001,374.88,375.04001,2303000,375.04001
2014-03-14,372.79999,378.57001,371.54999,373.73999,4402200,373.73999
2014-03-13,376.62,383.10999,368.07999,371.51001,6829000,371.51001
2014-03-12,366.39999,371.16,363.60999,370.64001,2216600,370.64001
2014-03-11,370.98999,372.79999,367.28,368.82001,2246100,368.82001
2014-03-10,372.69,372.73001,367.00,370.53,2105800,370.53
2014-03-07,374.57999,374.98999,369.53,372.06,2279800,372.06
2014-03-06,374.04999,375.32999,368.89999,372.16,2926600,372.16
2014-03-05,364.13,372.73001,363.89999,372.37,3848300,372.37
2014-03-04,363.89999,365.67999,362.45999,363.89999,2704400,363.89999
2014-03-03,358.73999,360.95999,354.48001,359.78,2798300,359.78
2014-02-28,360.60001,365.87,357.07999,362.10001,3882000,362.10001
2014-02-27,357.22,360.59,355.50,360.13,3104900,360.13
2014-02-26,359.85999,364.75,357.17001,359.79999,3622100,359.79999
2014-02-25,353.00,361.07999,351.57999,358.32001,3736400,358.32001
2014-02-24,345.19,353.00,343.29001,351.78,3644700,351.78
2014-02-21,352.44,354.14001,346.75,346.76001,4210000,346.76001
2014-02-20,348.79999,350.45999,344.38,349.79999,3492800,349.79999
2014-02-19,352.64001,354.54001,346.10001,347.38,4168100,347.38
2014-02-18,355.28,355.73001,349.45001,353.64999,4998000,353.64999
2014-02-14,359.34,359.34,353.35001,357.35001,3520200,357.35001
2014-02-13,347.70001,357.20001,346.50,357.20001,4175000,357.20001
2014-02-12,356.42999,357.75,346.32001,349.25,6587700,349.25
2014-02-11,361.84,363.60999,356.25,361.79001,3222100,361.79001
2014-02-10,361.60999,365.00,359.35001,360.87,3449700,360.87
2014-02-07,358.98001,361.79999,352.48999,361.07999,4330500,361.07999
2014-02-06,347.39999,354.82001,347.39999,354.59,3335700,354.59
2014-02-05,346.00,349.37,337.73001,346.45001,4435400,346.45001
2014-02-04,349.59,354.00,344.01999,347.95001,4812900,347.95001
2014-02-03,358.98001,360.85001,340.10001,346.14999,10280800,346.14999
2014-01-31,371.76001,375.45001,357.76001,358.69,16154800,358.69
2014-01-30,393.76999,406.25,387.70001,403.01001,10473900,403.01001
2014-01-29,392.16,392.85001,383.23999,384.20001,3382300,384.20001
2014-01-28,387.39999,394.73999,387.12,394.42999,2894500,394.42999
2014-01-27,390.50,394.10001,380.48999,386.28,3936800,386.28
2014-01-24,398.16,400.20001,387.26999,387.60001,4458400,387.60001
2014-01-23,401.00,406.17001,397.79001,399.87,3025400,399.87
2014-01-22,408.00,408.06,402.00,404.54001,2060500,404.54001
2014-01-21,403.00,407.79999,401.60001,407.04999,3122100,407.04999
2014-01-17,394.26001,403.48999,393.66,399.60999,4505100,399.60999
2014-01-16,393.67999,399.29001,389.41,395.79999,2601200,395.79999
2014-01-15,398.94,399.31,392.53,395.87,2678300,395.87
2014-01-14,392.13,398.63,391.29001,397.54001,2340100,397.54001
2014-01-13,397.98001,399.78,388.45001,390.98001,2844900,390.98001
2014-01-10,402.53,403.76001,393.79999,397.66,2679500,397.66
2014-01-09,403.70999,406.89001,398.44,401.01001,2103000,401.01001
2014-01-08,398.47,403.00,396.04001,401.92001,2316500,401.92001
2014-01-07,395.04001,398.47,394.29001,398.03,1916000,398.03
2014-01-06,395.85001,397.00,388.42001,393.63,3170600,393.63
2014-01-03,398.29001,402.70999,396.22,396.44,2210200,396.44
2014-01-02,398.79999,399.35999,394.01999,397.97,2137800,397.97
2013-12-31,394.57999,398.82999,393.79999,398.79001,1996500,398.79001
2013-12-30,399.41,399.92001,392.45001,393.37,2487100,393.37
2013-12-27,404.64999,405.63,396.25,398.07999,1986900,398.07999
2013-12-26,401.79001,404.51999,396.81,404.39001,1868500,404.39001
2013-12-24,402.51999,403.72,396.37,399.20001,1380400,399.20001
2013-12-23,403.69,405.00,399.20001,402.92001,2659500,402.92001
2013-12-20,396.54999,404.72,395.78,402.20001,5033900,402.20001
2013-12-19,394.26999,397.29001,392.60001,395.19,2427200,395.19
2013-12-18,389.23001,396.29999,383.10001,395.95999,3489100,395.95999
2013-12-17,390.64999,391.35999,386.50,387.64999,2343900,387.64999
2013-12-16,385.03,391.70001,385.00,388.97,2251700,388.97
2013-12-13,385.32001,389.42001,383.79999,384.23999,3025000,384.23999
2013-12-12,381.26001,385.00,379.50,381.25,2123700,381.25
2013-12-11,387.34,388.98001,382.00,382.19,2451300,382.19
2013-12-10,383.73999,389.06,383.01999,387.78,2736800,387.78
2013-12-09,388.10999,388.20999,382.57001,384.89001,2761800,384.89001
2013-12-06,388.35001,388.35001,383.82999,386.95001,1984700,386.95001
2013-12-05,386.64999,386.64999,381.37,384.48999,1906500,384.48999
2013-12-04,383.50,389.69,381.48999,385.95999,2355300,385.95999
2013-12-03,390.10999,390.95001,383.10001,384.66,3702900,384.66
2013-12-02,399.00,399.00,389.10001,392.29999,4714000,392.29999
2013-11-29,389.10001,394.10001,388.62,393.62,2406000,393.62
2013-11-27,383.50,387.00,382.60999,386.70999,2269700,386.70999
2013-11-26,377.60999,382.50,374.82001,381.37,2724400,381.37
2013-11-25,373.82001,377.79001,373.17999,376.64001,2972300,376.64001
2013-11-22,370.00,374.50,366.31,372.31,2965500,372.31
2013-11-21,364.04999,369.25,363.29999,368.92001,1964600,368.92001
2013-11-20,367.56,367.56,360.45001,362.57001,1771500,362.57001
2013-11-19,365.82001,368.78,362.50,364.94,1904800,364.94
2013-11-18,370.28,373.48999,364.67001,366.17999,2737400,366.17999
2013-11-15,367.63,372.89999,365.54999,369.17001,4491600,369.17001
2013-11-14,357.39001,368.94,356.42999,367.39999,4159800,367.39999
2013-11-13,347.39999,356.22,345.67999,356.22,2773300,356.22
2013-11-12,352.98999,355.48001,347.28,349.53,2343100,349.53
2013-11-11,350.59,355.37,348.06,354.38,2261700,354.38
2013-11-08,345.95001,351.04999,344.04001,350.31,2656900,350.31
2013-11-07,355.85999,357.89999,341.88,343.56,4246300,343.56
2013-11-06,360.45001,362.87,354.50,356.17999,2282300,356.17999
2013-11-05,356.78,360.17001,354.84,358.89001,2007100,358.89001
2013-11-04,360.12,361.00,354.39999,358.73999,1938400,358.73999
2013-11-01,365.63,365.76999,356.10001,359.00,3331000,359.00
2013-10-31,361.73001,366.00,359.00,364.03,2466800,364.03
2013-10-30,362.62,365.00,358.64999,361.07999,4502200,361.07999
2013-10-29,358.95999,362.89001,356.29001,362.70001,2185400,362.70001
2013-10-28,359.92001,362.75,357.20001,358.16,3635800,358.16
2013-10-25,358.60001,368.39999,352.62,363.39001,12036800,363.39001
2013-10-24,329.63,332.64999,326.75,332.20999,5884700,332.20999
2013-10-23,330.84,331.72,324.06,326.76001,2818200,326.76001
2013-10-22,327.72,337.10999,325.67999,332.54001,3935500,332.54001
2013-10-21,329.89001,330.00,323.79999,326.44,2522300,326.44
2013-10-18,319.35999,331.89001,316.75,328.92999,5969800,328.92999
2013-10-17,307.07001,311.00,305.23999,310.76999,2648400,310.76999
2013-10-16,308.38,310.79999,305.54999,310.48999,2170700,310.48999
2013-10-15,309.87,310.79001,305.26001,306.39999,2261100,306.39999
2013-10-14,309.22,311.64999,307.00,310.70001,1939100,310.70001
2013-10-11,304.76999,310.92999,303.84,310.89001,2163100,310.89001
2013-10-10,304.63,306.70001,302.59,305.17001,2555100,305.17001
2013-10-09,303.42001,303.50,296.50,298.23001,3247400,298.23001
2013-10-08,311.50,311.54999,300.26999,303.23001,3166200,303.23001
2013-10-07,315.23999,315.34,309.73999,310.03,2083200,310.03
2013-10-04,315.13,319.20001,312.62,319.04001,1815000,319.04001
2013-10-03,320.39001,322.92001,313.01999,314.76001,2674800,314.76001
2013-10-02,318.04001,321.73001,317.51999,320.51001,2217400,320.51001
2013-10-01,314.22,321.00,313.64999,320.95001,2396400,320.95001
2013-09-30,313.41,315.31,311.06,312.64001,1623600,312.64001
2013-09-27,316.92001,317.20999,313.35001,316.01001,1657500,316.01001
2013-09-26,313.89999,319.37,313.26001,318.12,1989900,318.12
2013-09-25,314.53,316.70999,310.75,312.64999,2008600,312.64999
2013-09-24,312.42999,318.07999,311.28,314.13,2033600,314.13
2013-09-23,314.01001,315.89999,308.76999,311.48999,1884900,311.48999
2013-09-20,312.54001,320.57001,312.41,316.34,5302300,316.34
2013-09-19,313.76999,314.54001,311.04001,312.06,2350900,312.06
2013-09-18,304.06,312.73999,302.91,312.03,2946400,312.03
2013-09-17,297.63,304.64999,296.01001,304.17001,2296500,304.17001
2013-09-16,299.82001,301.00,295.26001,296.06,1808400,296.06
2013-09-13,300.14001,300.22,296.20001,297.92001,1350600,297.92001
2013-09-12,299.39001,302.00,297.66,298.85999,1606200,298.85999
2013-09-11,298.91,301.85999,297.84,299.64001,1742600,299.64001
2013-09-10,300.54999,301.00,297.22,300.35999,1778400,300.35999
